usdprice,commodity,date,unit
0.7026,Sugar,2017-07-15,KG
2.6032,Fuel (diesel),2017-07-15,Gallon
2.8206,Fuel (petrol-gasoline),2017-07-15,Gallon
1.5245,Oil (vegetable),2017-07-15,L
1.1599,Lentils (imported),2017-07-15,KG
0.5965,"Peas (green, dry)",2017-07-15,KG
0.3314,Bananas,2017-07-15,KG
0.5303,Beans (string),2017-07-15,KG
0.4971,Blackberry,2017-07-15,KG
0.6628,Broccoli,2017-07-15,KG
1.0605,Carrots,2017-07-15,KG
1.3256,Onions (red),2017-07-15,KG
0.6628,Onions (white),2017-07-15,KG
0.7291,Papaya,2017-07-15,KG
0.3977,Plantains,2017-07-15,KG
0.232,Pumpkin,2017-07-15,KG
0.6628,Spinach,2017-07-15,KG
0.5634,Tomatoes,2017-07-15,KG
0.7622,Tomatoes (dried),2017-07-15,KG
0.8622,Rice (high quality),2017-07-15,KG
0.7669,"Rice (ordinary, second quality)",2017-07-15,KG
0.459,Wheat flour,2017-07-15,KG
0.6991,Sugar (white),2017-07-15,KG
0.6297,Maize (white),2017-07-15,KG
0.285,Maize (yellow),2017-07-15,KG
0.6363,Maize flour,2017-07-15,KG
0.1988,Potatoes,2017-07-15,KG
0.6997,"Rice (ordinary, second quality)",2017-07-15,KG
0.4905,Wheat flour,2017-07-15,KG
0.0994,"Eggs (white, AA)",2017-07-15,Unit
2.6513,Cheese,2017-07-15,KG
1.657,Cocoa,2017-07-15,Libra
1.0605,Sugar,2017-07-15,KG
0.5965,"Sugar (brown, loaf)",2017-07-15,KG
2.5866,Fuel (diesel),2017-07-15,Gallon
2.8229,Fuel (petrol-gasoline),2017-07-15,Gallon
1.4085,Oil (vegetable),2017-07-15,L
1.4582,Beans (red),2017-07-15,KG
1.6239,Lentils (imported),2017-07-15,KG
0.7622,"Peas (green, dry)",2017-07-15,KG
0.6628,Beans (string),2017-07-15,KG
0.805,Blackberry,2017-07-15,KG
1.1931,Carrots,2017-07-15,KG
0.6628,Guava,2017-07-15,KG
0.6628,Onions (red),2017-07-15,KG
0.2651,Oranges (big size),2017-07-15,KG
0.3811,Papaya,2017-07-15,KG
0.3012,Plantains,2017-07-15,KG
0.3314,Pumpkin,2017-07-15,KG
0.7364,Spinach,2017-07-15,KG
0.858,Rice (high quality),2017-07-15,KG
0.4971,Wheat flour,2017-07-15,KG
0.6922,Sugar (white),2017-07-15,KG
0.2486,Cassava (dry),2017-07-15,KG
1.5908,Fish (tilapia),2017-07-15,Libra
2.5363,Fuel (diesel),2017-07-15,Gallon
2.7593,Fuel (petrol-gasoline),2017-07-15,Gallon
0.3811,Bananas,2017-07-15,KG
0.5965,"Beans (red, fresh)",2017-07-15,KG
1.3256,Broccoli,2017-07-15,KG
0.9942,Carrots,2017-07-15,KG
0.8617,Onions (red),2017-07-15,KG
1.3256,Spinach,2017-07-15,KG
0.4389,Cassava (dry),2017-08-15,KG
0.3538,Maize (white),2017-08-15,KG
0.3713,Maize (yellow),2017-08-15,KG
0.8427,Rice (high quality),2017-08-15,KG
0.1047,"Eggs (white, AA)",2017-08-15,Unit
2.0255,Fish (tilapia),2017-08-15,Libra
5.4351,Meat (beef),2017-08-15,KG
1.985,Meat (chicken),2017-08-15,KG
0.3713,Milk (pasteurized),2017-08-15,500 ML
0.6617,Sugar,2017-08-15,KG
2.9066,Fuel (petrol-gasoline),2017-08-15,Gallon
1.5529,Oil (vegetable),2017-08-15,L
1.958,Beans (red),2017-08-15,KG
1.1816,Lentils (imported),2017-08-15,KG
0.3376,Bananas,2017-08-15,KG
0.5064,Blackberry,2017-08-15,KG
0.5739,Broccoli,2017-08-15,KG
0.5064,Carrots,2017-08-15,KG
2.0255,Mangoes,2017-08-15,KG
1.3503,Onions (red),2017-08-15,KG
0.7427,Papaya,2017-08-15,KG
0.3713,Plantains,2017-08-15,KG
0.2363,Pumpkin,2017-08-15,KG
0.4051,Spinach,2017-08-15,KG
0.3713,Tomatoes,2017-08-15,KG
0.5401,Tomatoes (dried),2017-08-15,KG
0.8604,Rice (high quality),2017-08-15,KG
0.4673,Wheat flour,2017-08-15,KG
0.6941,Sugar (white),2017-08-15,KG
0.3015,Cassava (dry),2017-08-15,KG
0.6414,Maize (white),2017-08-15,KG
0.6482,Maize flour,2017-08-15,KG
0.2228,Potatoes,2017-08-15,KG
0.7646,Rice (high quality),2017-08-15,KG
0.6921,"Rice (ordinary, second quality)",2017-08-15,KG
0.4996,Wheat flour,2017-08-15,KG
0.1013,"Eggs (white, AA)",2017-08-15,Unit
1.4347,Fish (tilapia),2017-08-15,Libra
2.3631,Meat (chicken),2017-08-15,KG
2.7007,Cheese,2017-08-15,KG
1.6879,Cocoa,2017-08-15,Libra
1.0803,Sugar,2017-08-15,KG
0.5064,"Sugar (brown, loaf)",2017-08-15,KG
2.6673,Fuel (diesel),2017-08-15,Gallon
1.4347,Oil (vegetable),2017-08-15,L
1.4854,Beans (red),2017-08-15,KG
1.6542,Lentils (imported),2017-08-15,KG
0.3038,Bananas,2017-08-15,KG
0.6752,Carrots,2017-08-15,KG
0.6752,Guava,2017-08-15,KG
2.3017,Mangoes,2017-08-15,KG
0.3713,Papaya,2017-08-15,KG
0.3835,Plantains,2017-08-15,KG
0.3376,Pumpkin,2017-08-15,KG
1.3503,Spinach,2017-08-15,KG
0.4912,Tomatoes,2017-08-15,KG
0.7427,Tomatoes (dried),2017-08-15,KG
0.8515,Rice (high quality),2017-08-15,KG
0.6799,Sugar (white),2017-08-15,KG
0.2954,Cassava (dry),2017-08-15,KG
1.4179,Fish (tilapia),2017-08-15,Libra
2.8621,Fuel (petrol-gasoline),2017-08-15,Gallon
0.3376,Bananas,2017-08-15,KG
0.6077,"Beans (red, fresh)",2017-08-15,KG
0.6482,Blackberry,2017-08-15,KG
0.6752,Broccoli,2017-08-15,KG
0.7339,Onions (red),2017-08-15,KG
0.3713,Onions (white),2017-08-15,KG
0.2701,Pumpkin,2017-08-15,KG
1.3503,Spinach,2017-08-15,KG
0.4491,Cassava (dry),2017-09-15,KG
0.3034,Maize (white),2017-09-15,KG
0.1071,"Eggs (white, AA)",2017-09-15,Unit
5.5613,Meat (beef),2017-09-15,KG
0.38,Milk (pasteurized),2017-09-15,500 ML
0.677,Sugar,2017-09-15,KG
2.7941,Fuel (diesel),2017-09-15,Gallon
3.0055,Fuel (petrol-gasoline),2017-09-15,Gallon
1.5199,Oil (vegetable),2017-09-15,L
2.0725,Beans (red),2017-09-15,KG
0.6218,"Peas (green, dry)",2017-09-15,KG
0.3282,Bananas,2017-09-15,KG
0.5181,Blackberry,2017-09-15,KG
0.5181,Broccoli,2017-09-15,KG
0.2418,Carrots,2017-09-15,KG
2.2453,Mangoes,2017-09-15,KG
0.4491,Onions (white),2017-09-15,KG
0.3454,Oranges (big size),2017-09-15,KG
0.2763,Pumpkin,2017-09-15,KG
0.3454,Spinach,2017-09-15,KG
0.5872,Tomatoes,2017-09-15,KG
0.5181,Tomatoes (dried),2017-09-15,KG
0.7809,Rice (high quality),2017-09-15,KG
0.7202,"Rice (ordinary, second quality)",2017-09-15,KG
0.4778,Wheat flour,2017-09-15,KG
0.6688,Sugar (white),2017-09-15,KG
0.1972,Cassava (dry),2017-09-15,KG
0.6563,Maize (white),2017-09-15,KG
0.4283,Maize (yellow),2017-09-15,KG
0.2487,Potatoes,2017-09-15,KG
0.7293,Rice (high quality),2017-09-15,KG
0.5527,Wheat flour,2017-09-15,KG
0.1036,"Eggs (white, AA)",2017-09-15,Unit
2.7634,Meat (chicken),2017-09-15,KG
1.8307,Cocoa,2017-09-15,Libra
1.1054,Sugar,2017-09-15,KG
0.4231,"Sugar (brown, loaf)",2017-09-15,KG
2.7765,Fuel (diesel),2017-09-15,Gallon
3.0225,Fuel (petrol-gasoline),2017-09-15,Gallon
1.468,Oil (vegetable),2017-09-15,L
1.9344,Beans (red),2017-09-15,KG
0.6908,"Beans (red, fresh)",2017-09-15,KG
0.6908,Blackberry,2017-09-15,KG
0.4145,Carrots,2017-09-15,KG
0.4836,Guava,2017-09-15,KG
1.7585,Mangoes,2017-09-15,KG
0.3178,Oranges (big size),2017-09-15,KG
0.2763,Pumpkin,2017-09-15,KG
0.1921,Spinach,2017-09-15,KG
0.314,Tomatoes,2017-09-15,KG
0.6356,Tomatoes (dried),2017-09-15,KG
0.807,Rice (high quality),2017-09-15,KG
0.5272,Wheat flour,2017-09-15,KG
0.6908,Sugar (white),2017-09-15,KG
0.2763,Potatoes,2017-09-15,KG
1.1054,Fish (tilapia),2017-09-15,Libra
2.724,Fuel (diesel),2017-09-15,Gallon
2.9596,Fuel (petrol-gasoline),2017-09-15,Gallon
0.38,Bananas,2017-09-15,KG
0.6908,"Beans (red, fresh)",2017-09-15,KG
0.6908,Broccoli,2017-09-15,KG
0.4145,Carrots,2017-09-15,KG
0.38,Onions (white),2017-09-15,KG
1.0363,Spinach,2017-09-15,KG
0.4373,Cassava (dry),2017-10-15,KG
0.277,Maize (white),2017-10-15,KG
0.4002,Maize (yellow),2017-10-15,KG
0.7643,Rice (high quality),2017-10-15,KG
5.4157,Meat (beef),2017-10-15,KG
1.9779,Meat (chicken),2017-10-15,KG
4.8102,Meat (pork),2017-10-15,KG
0.37,Milk (pasteurized),2017-10-15,500 ML
0.6593,Sugar,2017-10-15,KG
2.721,Fuel (diesel),2017-10-15,Gallon
2.9268,Fuel (petrol-gasoline),2017-10-15,Gallon
1.4801,Oil (vegetable),2017-10-15,L
2.0183,Beans (red),2017-10-15,KG
1.1773,Lentils (imported),2017-10-15,KG
0.3196,Bananas,2017-10-15,KG
0.5046,Beans (string),2017-10-15,KG
0.5046,Blackberry,2017-10-15,KG
0.5046,Broccoli,2017-10-15,KG
2.1865,Mangoes,2017-10-15,KG
1.3455,Onions (red),2017-10-15,KG
0.4373,Onions (white),2017-10-15,KG
0.3364,Oranges (big size),2017-10-15,KG
0.8409,Papaya,2017-10-15,KG
0.4709,Plantains,2017-10-15,KG
0.3364,Spinach,2017-10-15,KG
0.5718,Tomatoes,2017-10-15,KG
0.5046,Tomatoes (dried),2017-10-15,KG
0.739,Rice (high quality),2017-10-15,KG
0.6778,"Rice (ordinary, second quality)",2017-10-15,KG
0.4653,Wheat flour,2017-10-15,KG
0.6337,Sugar (white),2017-10-15,KG
0.1921,Cassava (dry),2017-10-15,KG
0.4171,Maize (yellow),2017-10-15,KG
0.6593,Maize flour,2017-10-15,KG
0.2422,Potatoes,2017-10-15,KG
0.6886,Rice (high quality),2017-10-15,KG
0.624,"Rice (ordinary, second quality)",2017-10-15,KG
0.5382,Wheat flour,2017-10-15,KG
0.1009,"Eggs (white, AA)",2017-10-15,Unit
2.691,Meat (chicken),2017-10-15,KG
1.7828,Cocoa,2017-10-15,Libra
1.0764,Sugar,2017-10-15,KG
2.7038,Fuel (diesel),2017-10-15,Gallon
2.9433,Fuel (petrol-gasoline),2017-10-15,Gallon
1.2782,Lentils (imported),2017-10-15,KG
0.7737,"Peas (green, dry)",2017-10-15,KG
0.6728,Blackberry,2017-10-15,KG
0.3085,Broccoli,2017-10-15,KG
0.4709,Guava,2017-10-15,KG
1.7125,Mangoes,2017-10-15,KG
0.4037,Onions (red),2017-10-15,KG
0.3027,Onions (white),2017-10-15,KG
0.3095,Oranges (big size),2017-10-15,KG
0.3364,Plantains,2017-10-15,KG
0.187,Spinach,2017-10-15,KG
0.3058,Tomatoes,2017-10-15,KG
0.7589,Rice (high quality),2017-10-15,KG
0.5147,Wheat flour,2017-10-15,KG
0.6676,Sugar (white),2017-10-15,KG
0.2691,Potatoes,2017-10-15,KG
2.6527,Fuel (diesel),2017-10-15,Gallon
2.8821,Fuel (petrol-gasoline),2017-10-15,Gallon
0.37,Bananas,2017-10-15,KG
0.6728,"Beans (red, fresh)",2017-10-15,KG
0.6728,Blackberry,2017-10-15,KG
0.6728,Broccoli,2017-10-15,KG
2.4219,Mangoes,2017-10-15,KG
0.7313,Onions (red),2017-10-15,KG
0.37,Onions (white),2017-10-15,KG
0.2691,Pumpkin,2017-10-15,KG
0.4298,Cassava (dry),2017-11-15,KG
0.3967,Maize (yellow),2017-11-15,KG
0.1025,"Eggs (white, AA)",2017-11-15,Unit
5.3228,Meat (beef),2017-11-15,KG
4.7277,Meat (pork),2017-11-15,KG
0.3637,Milk (pasteurized),2017-11-15,500 ML
0.6414,Sugar,2017-11-15,KG
2.675,Fuel (diesel),2017-11-15,Gallon
2.3143,Beans (red),2017-11-15,KG
1.1571,Lentils (imported),2017-11-15,KG
0.5951,"Peas (green, dry)",2017-11-15,KG
0.6612,Broccoli,2017-11-15,KG
0.2645,Carrots,2017-11-15,KG
0.529,Mangoes,2017-11-15,KG
0.9918,Onions (red),2017-11-15,KG
0.9257,Onions (white),2017-11-15,KG
0.3306,Oranges (big size),2017-11-15,KG
0.6943,Papaya,2017-11-15,KG
0.4298,Plantains,2017-11-15,KG
0.2645,Pumpkin,2017-11-15,KG
0.4629,Tomatoes,2017-11-15,KG
0.3967,Tomatoes (dried),2017-11-15,KG
0.4578,Wheat flour,2017-11-15,KG
0.6258,Sugar (white),2017-11-15,KG
0.41,Maize (yellow),2017-11-15,KG
0.648,Maize flour,2017-11-15,KG
0.4629,Potatoes,2017-11-15,KG
0.6616,Rice (high quality),2017-11-15,KG
0.6083,"Rice (ordinary, second quality)",2017-11-15,KG
0.529,Wheat flour,2017-11-15,KG
0.0992,"Eggs (white, AA)",2017-11-15,Unit
2.6449,Meat (chicken),2017-11-15,KG
1.7522,Cocoa,2017-11-15,Libra
1.0579,Sugar,2017-11-15,KG
2.8928,Fuel (petrol-gasoline),2017-11-15,Gallon
1.3224,Beans (red),2017-11-15,KG
1.2563,Lentils (imported),2017-11-15,KG
0.7604,"Peas (green, dry)",2017-11-15,KG
0.2975,Bananas,2017-11-15,KG
0.5511,Beans (string),2017-11-15,KG
0.803,Blackberry,2017-11-15,KG
0.529,Guava,2017-11-15,KG
0.3967,Onions (red),2017-11-15,KG
0.3306,Oranges (big size),2017-11-15,KG
0.2645,Pumpkin,2017-11-15,KG
0.3756,Tomatoes,2017-11-15,KG
0.529,Tomatoes (dried),2017-11-15,KG
0.6717,Rice (high quality),2017-11-15,KG
0.4996,Wheat flour,2017-11-15,KG
0.6645,Sugar (white),2017-11-15,KG
0.9918,Fish (tilapia),2017-11-15,Libra
0.3637,Bananas,2017-11-15,KG
0.6612,"Beans (red, fresh)",2017-11-15,KG
0.4133,Beans (string),2017-11-15,KG
0.6612,Blackberry,2017-11-15,KG
0.6612,Broccoli,2017-11-15,KG
0.5753,Onions (red),2017-11-15,KG
0.4629,Onions (white),2017-11-15,KG
0.2314,Pumpkin,2017-11-15,KG
0.6612,Spinach,2017-11-15,KG
0.2937,Maize (white),2017-12-15,KG
0.4314,Maize (yellow),2017-12-15,KG
0.7278,Rice (high quality),2017-12-15,KG
0.1035,"Eggs (white, AA)",2017-12-15,Unit
2.004,Fish (tilapia),2017-12-15,Libra
5.3775,Meat (beef),2017-12-15,KG
1.9639,Meat (chicken),2017-12-15,KG
0.3674,Milk (pasteurized),2017-12-15,500 ML
2.7515,Fuel (diesel),2017-12-15,Gallon
2.9523,Fuel (petrol-gasoline),2017-12-15,Gallon
1.67,Oil (vegetable),2017-12-15,L
2.171,Beans (red),2017-12-15,KG
1.002,Lentils (imported),2017-12-15,KG
0.334,Bananas,2017-12-15,KG
0.4342,Beans (string),2017-12-15,KG
0.2672,Carrots,2017-12-15,KG
0.4008,Mangoes,2017-12-15,KG
0.334,Oranges (big size),2017-12-15,KG
0.6012,Papaya,2017-12-15,KG
0.4676,Plantains,2017-12-15,KG
0.2004,Pumpkin,2017-12-15,KG
0.501,Tomatoes,2017-12-15,KG
0.4008,Tomatoes (dried),2017-12-15,KG
0.7192,Rice (high quality),2017-12-15,KG
0.6702,"Rice (ordinary, second quality)",2017-12-15,KG
0.6543,Sugar (white),2017-12-15,KG
0.2385,Cassava (dry),2017-12-15,KG
0.6346,Maize (white),2017-12-15,KG
0.4142,Maize (yellow),2017-12-15,KG
0.4342,Potatoes,2017-12-15,KG
0.6726,Rice (high quality),2017-12-15,KG
0.606,"Rice (ordinary, second quality)",2017-12-15,KG
0.5344,Wheat flour,2017-12-15,KG
2.672,Meat (chicken),2017-12-15,KG
0.4092,"Sugar (brown, loaf)",2017-12-15,KG
2.7338,Fuel (diesel),2017-12-15,Gallon
2.969,Fuel (petrol-gasoline),2017-12-15,Gallon
1.4195,Oil (vegetable),2017-12-15,L
1.336,Beans (red),2017-12-15,KG
0.7682,"Peas (green, dry)",2017-12-15,KG
0.3674,Bananas,2017-12-15,KG
0.6012,"Beans (red, fresh)",2017-12-15,KG
0.4452,Beans (string),2017-12-15,KG
0.668,Blackberry,2017-12-15,KG
0.668,Carrots,2017-12-15,KG
0.5344,Guava,2017-12-15,KG
0.3036,Mangoes,2017-12-15,KG
0.5344,Onions (white),2017-12-15,KG
0.334,Oranges (big size),2017-12-15,KG
0.3674,Papaya,2017-12-15,KG
0.4252,Plantains,2017-12-15,KG
0.2672,Pumpkin,2017-12-15,KG
0.3711,Spinach,2017-12-15,KG
0.4556,Tomatoes,2017-12-15,KG
0.4275,Tomatoes (dried),2017-12-15,KG
0.2927,Maize (yellow),2017-12-15,KG
0.7037,Rice (high quality),2017-12-15,KG
0.5027,Wheat flour,2017-12-15,KG
0.4342,Potatoes,2017-12-15,KG
1.002,Fish (tilapia),2017-12-15,Libra
2.6817,Fuel (diesel),2017-12-15,Gallon
2.9068,Fuel (petrol-gasoline),2017-12-15,Gallon
0.6012,"Beans (red, fresh)",2017-12-15,KG
0.4175,Beans (string),2017-12-15,KG
0.9352,Mangoes,2017-12-15,KG
0.5812,Onions (red),2017-12-15,KG
0.501,Onions (white),2017-12-15,KG
0.167,Pumpkin,2017-12-15,KG
0.8684,Spinach,2017-12-15,KG
0.4896,Cassava (dry),2018-01-15,KG
0.1276,"Eggs (white, AA)",2018-01-15,Unit
5.7701,Meat (beef),2018-01-15,KG
2.7592,Meat (chicken),2018-01-15,KG
5.0358,Meat (pork),2018-01-15,KG
0.6295,Sugar,2018-01-15,KG
1.7485,Oil (vegetable),2018-01-15,L
0.7694,Beans (string),2018-01-15,KG
0.4196,Carrots,2018-01-15,KG
0.4896,Mangoes,2018-01-15,KG
1.3988,Onions (red),2018-01-15,KG
0.6994,Onions (white),2018-01-15,KG
0.7344,Papaya,2018-01-15,KG
0.2098,Pumpkin,2018-01-15,KG
0.5246,Tomatoes,2018-01-15,KG
0.3497,Tomatoes (dried),2018-01-15,KG
0.756,Rice (high quality),2018-01-15,KG
0.6967,"Rice (ordinary, second quality)",2018-01-15,KG
0.4854,Wheat flour,2018-01-15,KG
0.6785,Sugar (white),2018-01-15,KG
0.2249,Cassava (dry),2018-01-15,KG
0.6644,Maize (white),2018-01-15,KG
0.4196,Potatoes,2018-01-15,KG
0.7029,Rice (high quality),2018-01-15,KG
0.6344,"Rice (ordinary, second quality)",2018-01-15,KG
0.5595,Wheat flour,2018-01-15,KG
0.1049,"Eggs (white, AA)",2018-01-15,Unit
1.4862,Fish (tilapia),2018-01-15,Libra
2.7976,Meat (chicken),2018-01-15,KG
2.7976,Cheese,2018-01-15,KG
1.6786,Cocoa,2018-01-15,Libra
1.1191,Sugar,2018-01-15,KG
0.7165,Sugar (white),2018-01-15,KG
2.8623,Fuel (diesel),2018-01-15,Gallon
3.1085,Fuel (petrol-gasoline),2018-01-15,Gallon
1.4862,Oil (vegetable),2018-01-15,L
1.3988,Beans (red),2018-01-15,KG
0.8043,"Peas (green, dry)",2018-01-15,KG
0.3847,Bananas,2018-01-15,KG
0.9092,"Beans (red, fresh)",2018-01-15,KG
0.8991,Blackberry,2018-01-15,KG
0.8743,Broccoli,2018-01-15,KG
0.5595,Carrots,2018-01-15,KG
0.5595,Guava,2018-01-15,KG
0.4196,Onions (red),2018-01-15,KG
0.3497,Oranges (big size),2018-01-15,KG
0.5721,Plantains,2018-01-15,KG
0.2448,Pumpkin,2018-01-15,KG
0.9327,Spinach,2018-01-15,KG
0.7949,Tomatoes,2018-01-15,KG
0.4896,Tomatoes (dried),2018-01-15,KG
0.3109,Maize (yellow),2018-01-15,KG
0.7716,Rice (high quality),2018-01-15,KG
0.5263,Wheat flour,2018-01-15,KG
0.6679,Sugar (white),2018-01-15,KG
0.2623,Cassava (dry),2018-01-15,KG
1.2589,Fish (tilapia),2018-01-15,Libra
3.0435,Fuel (petrol-gasoline),2018-01-15,Gallon
0.3497,Bananas,2018-01-15,KG
0.7694,"Beans (red, fresh)",2018-01-15,KG
0.4371,Beans (string),2018-01-15,KG
0.7274,Blackberry,2018-01-15,KG
1.3988,Broccoli,2018-01-15,KG
0.4546,Carrots,2018-01-15,KG
0.4196,Mangoes,2018-01-15,KG
0.7221,Onions (red),2018-01-15,KG
0.1749,Pumpkin,2018-01-15,KG
0.4905,Cassava (dry),2018-02-15,KG
0.3532,Maize (yellow),2018-02-15,KG
0.7813,Rice (high quality),2018-02-15,KG
5.6408,Meat (beef),2018-02-15,KG
2.7643,Meat (chicken),2018-02-15,KG
5.0452,Meat (pork),2018-02-15,KG
0.3854,Milk (pasteurized),2018-02-15,500 ML
0.6727,Sugar,2018-02-15,KG
1.927,Beans (red),2018-02-15,KG
1.1212,Lentils (imported),2018-02-15,KG
0.6727,"Peas (green, dry)",2018-02-15,KG
0.4555,Beans (string),2018-02-15,KG
0.5606,Blackberry,2018-02-15,KG
0.6306,Broccoli,2018-02-15,KG
0.5956,Carrots,2018-02-15,KG
0.7007,Mangoes,2018-02-15,KG
1.0511,Onions (red),2018-02-15,KG
0.7007,Onions (white),2018-02-15,KG
0.8759,Papaya,2018-02-15,KG
0.5606,Plantains,2018-02-15,KG
0.4905,Tomatoes (dried),2018-02-15,KG
0.7744,Rice (high quality),2018-02-15,KG
0.7033,"Rice (ordinary, second quality)",2018-02-15,KG
0.4877,Wheat flour,2018-02-15,KG
0.3255,Cassava (dry),2018-02-15,KG
0.6657,Maize (white),2018-02-15,KG
0.4344,Maize (yellow),2018-02-15,KG
0.6867,Maize flour,2018-02-15,KG
0.3854,Potatoes,2018-02-15,KG
0.7152,Rice (high quality),2018-02-15,KG
0.6381,"Rice (ordinary, second quality)",2018-02-15,KG
1.6642,Fish (tilapia),2018-02-15,Libra
2.8029,Cheese,2018-02-15,KG
1.6817,Cocoa,2018-02-15,Libra
1.1212,Sugar,2018-02-15,KG
0.4292,"Sugar (brown, loaf)",2018-02-15,KG
0.6938,Sugar (white),2018-02-15,KG
2.9164,Fuel (diesel),2018-02-15,Gallon
3.168,Fuel (petrol-gasoline),2018-02-15,Gallon
1.489,Oil (vegetable),2018-02-15,L
1.5766,Beans (red),2018-02-15,KG
1.3314,Lentils (imported),2018-02-15,KG
0.8058,"Peas (green, dry)",2018-02-15,KG
0.3854,Bananas,2018-02-15,KG
0.9109,"Beans (red, fresh)",2018-02-15,KG
1.001,Blackberry,2018-02-15,KG
0.7298,Broccoli,2018-02-15,KG
0.8409,Carrots,2018-02-15,KG
0.7964,Mangoes,2018-02-15,KG
0.3504,Onions (white),2018-02-15,KG
0.3153,Oranges (big size),2018-02-15,KG
0.4204,Papaya,2018-02-15,KG
0.5098,Plantains,2018-02-15,KG
0.2978,Pumpkin,2018-02-15,KG
0.5255,Tomatoes,2018-02-15,KG
0.5325,Tomatoes (dried),2018-02-15,KG
0.7775,Rice (high quality),2018-02-15,KG
0.5339,Wheat flour,2018-02-15,KG
0.2628,Cassava (dry),2018-02-15,KG
0.3854,Potatoes,2018-02-15,KG
1.2613,Fish (tilapia),2018-02-15,Libra
2.861,Fuel (diesel),2018-02-15,Gallon
3.0968,Fuel (petrol-gasoline),2018-02-15,Gallon
0.3854,Bananas,2018-02-15,KG
0.7007,Blackberry,2018-02-15,KG
1.4014,Broccoli,2018-02-15,KG
0.7007,Mangoes,2018-02-15,KG
0.3504,Onions (white),2018-02-15,KG
0.2102,Pumpkin,2018-02-15,KG
1.4014,Spinach,2018-02-15,KG
0.4569,Cassava (dry),2018-03-15,KG
0.3442,Maize (yellow),2018-03-15,KG
0.8119,Rice (high quality),2018-03-15,KG
0.1283,"Eggs (white, AA)",2018-03-15,Unit
2.6359,Fish (tilapia),2018-03-15,Libra
5.6585,Meat (beef),2018-03-15,KG
2.773,Meat (chicken),2018-03-15,KG
5.061,Meat (pork),2018-03-15,KG
2.9417,Fuel (diesel),2018-03-15,Gallon
3.1557,Fuel (petrol-gasoline),2018-03-15,Gallon
1.1247,Lentils (imported),2018-03-15,KG
0.6748,"Peas (green, dry)",2018-03-15,KG
0.369,Bananas,2018-03-15,KG
0.5975,Beans (string),2018-03-15,KG
0.5975,Blackberry,2018-03-15,KG
0.8786,Mangoes,2018-03-15,KG
1.0544,Onions (red),2018-03-15,KG
0.7381,Papaya,2018-03-15,KG
0.5272,Plantains,2018-03-15,KG
0.1933,Pumpkin,2018-03-15,KG
0.3515,Spinach,2018-03-15,KG
0.6326,Tomatoes,2018-03-15,KG
0.7893,Rice (high quality),2018-03-15,KG
0.493,Wheat flour,2018-03-15,KG
0.2344,Cassava (dry),2018-03-15,KG
0.6678,Maize (white),2018-03-15,KG
0.3655,Maize (yellow),2018-03-15,KG
0.6889,Maize flour,2018-03-15,KG
0.4217,Potatoes,2018-03-15,KG
0.7297,Rice (high quality),2018-03-15,KG
0.659,"Rice (ordinary, second quality)",2018-03-15,KG
0.1054,"Eggs (white, AA)",2018-03-15,Unit
1.4058,Fish (tilapia),2018-03-15,Libra
2.8117,Meat (chicken),2018-03-15,KG
2.7414,Cheese,2018-03-15,KG
1.0544,Sugar,2018-03-15,KG
0.666,Sugar (white),2018-03-15,KG
1.5183,Beans (red),2018-03-15,KG
0.7662,"Peas (green, dry)",2018-03-15,KG
0.8435,"Beans (red, fresh)",2018-03-15,KG
0.9036,Blackberry,2018-03-15,KG
1.4645,Broccoli,2018-03-15,KG
0.8435,Carrots,2018-03-15,KG
0.5623,Guava,2018-03-15,KG
0.7989,Mangoes,2018-03-15,KG
0.3163,Onions (red),2018-03-15,KG
0.2109,Onions (white),2018-03-15,KG
0.3515,Oranges (big size),2018-03-15,KG
0.5623,Plantains,2018-03-15,KG
0.2109,Pumpkin,2018-03-15,KG
0.3993,Tomatoes,2018-03-15,KG
0.6748,Tomatoes (dried),2018-03-15,KG
0.799,Rice (high quality),2018-03-15,KG
0.5377,Wheat flour,2018-03-15,KG
0.5817,Sugar (white),2018-03-15,KG
0.4217,Potatoes,2018-03-15,KG
1.4058,Fish (tilapia),2018-03-15,Libra
2.8686,Fuel (diesel),2018-03-15,Gallon
3.1079,Fuel (petrol-gasoline),2018-03-15,Gallon
0.3515,Bananas,2018-03-15,KG
0.9138,"Beans (red, fresh)",2018-03-15,KG
0.7908,Beans (string),2018-03-15,KG
0.9841,Blackberry,2018-03-15,KG
0.8786,Broccoli,2018-03-15,KG
0.4569,Carrots,2018-03-15,KG
0.9841,Mangoes,2018-03-15,KG
0.1757,Pumpkin,2018-03-15,KG
1.4058,Spinach,2018-03-15,KG
0.4654,Cassava (dry),2018-04-15,KG
0.3197,Maize (white),2018-04-15,KG
0.0931,"Eggs (white, AA)",2018-04-15,Unit
5.1551,Meat (pork),2018-04-15,KG
0.3938,Milk (pasteurized),2018-04-15,500 ML
0.6229,Sugar,2018-04-15,KG
2.9964,Fuel (diesel),2018-04-15,Gallon
1.611,Oil (vegetable),2018-04-15,L
2.1479,Beans (red),2018-04-15,KG
0.9666,Lentils (imported),2018-04-15,KG
0.5728,Beans (string),2018-04-15,KG
1.074,Broccoli,2018-04-15,KG
0.2327,Carrots,2018-04-15,KG
0.537,Onions (red),2018-04-15,KG
0.358,Oranges (big size),2018-04-15,KG
0.6444,Papaya,2018-04-15,KG
