usdprice,commodity,date,unit
0.2239,Maize (yellow),2000-01-15,KG
0.4407,Rice (high quality),2000-01-15,KG
0.3331,Wheat flour,2000-01-15,KG
0.2762,Maize (yellow),2000-01-15,KG
0.5002,Rice (high quality),2000-01-15,KG
0.4733,"Rice (ordinary, second quality)",2000-01-15,KG
0.4304,Wheat flour,2000-01-15,KG
0.2266,Maize (yellow),2000-02-15,KG
0.5392,Rice (high quality),2000-02-15,KG
0.4367,Rice (high quality),2000-02-15,KG
0.4122,"Rice (ordinary, second quality)",2000-02-15,KG
0.318,Wheat flour,2000-02-15,KG
0.4194,Sugar (white),2000-02-15,KG
0.4944,Rice (high quality),2000-02-15,KG
0.4664,"Rice (ordinary, second quality)",2000-02-15,KG
0.4297,Wheat flour,2000-02-15,KG
0.4266,Sugar (white),2000-02-15,KG
0.2376,Maize (yellow),2000-03-15,KG
0.5364,Rice (high quality),2000-03-15,KG
0.4407,Rice (high quality),2000-03-15,KG
0.3024,Wheat flour,2000-03-15,KG
0.3955,Sugar (white),2000-03-15,KG
0.2628,Maize (yellow),2000-03-15,KG
0.4681,"Rice (ordinary, second quality)",2000-03-15,KG
0.4303,Wheat flour,2000-03-15,KG
0.4244,Sugar (white),2000-03-15,KG
0.2599,Maize (white),2000-04-15,KG
0.2243,Maize (yellow),2000-04-15,KG
0.5289,Rice (high quality),2000-04-15,KG
0.4599,Rice (high quality),2000-04-15,KG
0.4378,"Rice (ordinary, second quality)",2000-04-15,KG
0.2909,Wheat flour,2000-04-15,KG
0.3894,Sugar (white),2000-04-15,KG
0.2595,Maize (yellow),2000-04-15,KG
0.5065,Rice (high quality),2000-04-15,KG
0.4124,Sugar (white),2000-04-15,KG
0.2536,Maize (white),2000-05-15,KG
0.5122,Rice (high quality),2000-05-15,KG
0.4485,Rice (high quality),2000-05-15,KG
0.2819,Wheat flour,2000-05-15,KG
0.4884,Rice (high quality),2000-05-15,KG
0.4585,"Rice (ordinary, second quality)",2000-05-15,KG
0.4151,Wheat flour,2000-05-15,KG
0.4107,Sugar (white),2000-05-15,KG
0.244,Maize (white),2000-06-15,KG
0.2294,Maize (yellow),2000-06-15,KG
0.439,Rice (high quality),2000-06-15,KG
0.2828,Wheat flour,2000-06-15,KG
0.4529,Sugar (white),2000-06-15,KG
0.2555,Maize (yellow),2000-06-15,KG
0.4411,"Rice (ordinary, second quality)",2000-06-15,KG
0.451,Sugar (white),2000-06-15,KG
0.2382,Maize (white),2000-07-15,KG
0.2223,Maize (yellow),2000-07-15,KG
0.4258,Rice (high quality),2000-07-15,KG
0.2918,Wheat flour,2000-07-15,KG
0.2457,Maize (yellow),2000-07-15,KG
0.4326,"Rice (ordinary, second quality)",2000-07-15,KG
0.3971,Wheat flour,2000-07-15,KG
0.4555,Sugar (white),2000-07-15,KG
0.2032,Maize (white),2000-08-15,KG
0.2021,Maize (yellow),2000-08-15,KG
0.454,Rice (high quality),2000-08-15,KG
0.3987,Rice (high quality),2000-08-15,KG
0.2951,Wheat flour,2000-08-15,KG
0.455,Sugar (white),2000-08-15,KG
0.2459,Maize (yellow),2000-08-15,KG
0.444,Rice (high quality),2000-08-15,KG
0.4177,"Rice (ordinary, second quality)",2000-08-15,KG
0.3956,Wheat flour,2000-08-15,KG
0.1731,Maize (white),2000-09-15,KG
0.1915,Maize (yellow),2000-09-15,KG
0.454,Rice (high quality),2000-09-15,KG
0.3828,Rice (high quality),2000-09-15,KG
0.293,Wheat flour,2000-09-15,KG
0.4304,Rice (high quality),2000-09-15,KG
0.4056,"Rice (ordinary, second quality)",2000-09-15,KG
0.4751,Sugar (white),2000-09-15,KG
0.169,Maize (white),2000-10-15,KG
0.1827,Maize (yellow),2000-10-15,KG
0.4615,Rice (high quality),2000-10-15,KG
0.3959,Rice (high quality),2000-10-15,KG
0.382,"Rice (ordinary, second quality)",2000-10-15,KG
0.2321,Maize (yellow),2000-10-15,KG
0.4846,Sugar (white),2000-10-15,KG
0.1883,Maize (white),2000-11-15,KG
0.2123,Maize (yellow),2000-11-15,KG
0.4262,Rice (high quality),2000-11-15,KG
0.4112,"Rice (ordinary, second quality)",2000-11-15,KG
0.3155,Wheat flour,2000-11-15,KG
0.4887,Sugar (white),2000-11-15,KG
0.2543,Maize (yellow),2000-11-15,KG
0.4556,Rice (high quality),2000-11-15,KG
0.4308,"Rice (ordinary, second quality)",2000-11-15,KG
0.4084,Wheat flour,2000-11-15,KG
0.506,Sugar (white),2000-11-15,KG
0.2127,Maize (yellow),2000-12-15,KG
0.4664,Rice (high quality),2000-12-15,KG
0.4174,Rice (high quality),2000-12-15,KG
0.308,Wheat flour,2000-12-15,KG
0.4967,Sugar (white),2000-12-15,KG
0.2447,Maize (yellow),2000-12-15,KG
0.4253,"Rice (ordinary, second quality)",2000-12-15,KG
0.3942,Wheat flour,2000-12-15,KG
0.5032,Sugar (white),2000-12-15,KG
0.2,Maize (white),2001-01-15,KG
0.2079,Maize (yellow),2001-01-15,KG
0.4716,Rice (high quality),2001-01-15,KG
0.4148,Rice (high quality),2001-01-15,KG
0.3954,"Rice (ordinary, second quality)",2001-01-15,KG
0.4937,Sugar (white),2001-01-15,KG
0.2358,Maize (yellow),2001-01-15,KG
0.3808,Wheat flour,2001-01-15,KG
0.5007,Sugar (white),2001-01-15,KG
0.2225,Maize (yellow),2001-02-15,KG
0.4991,Rice (high quality),2001-02-15,KG
0.4522,Rice (high quality),2001-02-15,KG
0.4242,"Rice (ordinary, second quality)",2001-02-15,KG
0.2972,Wheat flour,2001-02-15,KG
0.2336,Maize (yellow),2001-02-15,KG
0.478,Rice (high quality),2001-02-15,KG
0.4609,"Rice (ordinary, second quality)",2001-02-15,KG
0.4007,Wheat flour,2001-02-15,KG
0.5073,Sugar (white),2001-02-15,KG
0.2287,Maize (white),2001-03-15,KG
0.2333,Maize (yellow),2001-03-15,KG
0.5094,Rice (high quality),2001-03-15,KG
0.4577,Rice (high quality),2001-03-15,KG
0.4261,"Rice (ordinary, second quality)",2001-03-15,KG
0.476,Sugar (white),2001-03-15,KG
0.2336,Maize (yellow),2001-03-15,KG
0.4987,Rice (high quality),2001-03-15,KG
0.4715,"Rice (ordinary, second quality)",2001-03-15,KG
0.4107,Wheat flour,2001-03-15,KG
0.2334,Maize (white),2001-04-15,KG
0.2462,Maize (yellow),2001-04-15,KG
0.5057,Rice (high quality),2001-04-15,KG
0.447,Rice (high quality),2001-04-15,KG
0.4167,"Rice (ordinary, second quality)",2001-04-15,KG
0.2997,Wheat flour,2001-04-15,KG
0.2333,Maize (yellow),2001-04-15,KG
0.4835,Rice (high quality),2001-04-15,KG
0.4583,"Rice (ordinary, second quality)",2001-04-15,KG
0.3966,Wheat flour,2001-04-15,KG
0.4911,Sugar (white),2001-04-15,KG
0.2329,Maize (white),2001-05-15,KG
0.2446,Maize (yellow),2001-05-15,KG
0.4945,Rice (high quality),2001-05-15,KG
0.4368,Rice (high quality),2001-05-15,KG
0.284,Wheat flour,2001-05-15,KG
0.4689,Sugar (white),2001-05-15,KG
0.2422,Maize (yellow),2001-05-15,KG
0.4786,Rice (high quality),2001-05-15,KG
0.4611,"Rice (ordinary, second quality)",2001-05-15,KG
0.3918,Wheat flour,2001-05-15,KG
0.4857,Sugar (white),2001-05-15,KG
0.2518,Maize (white),2001-06-15,KG
0.2342,Maize (yellow),2001-06-15,KG
0.4494,Rice (high quality),2001-06-15,KG
0.4075,"Rice (ordinary, second quality)",2001-06-15,KG
0.5238,Sugar (white),2001-06-15,KG
0.2424,Maize (yellow),2001-06-15,KG
0.4733,"Rice (ordinary, second quality)",2001-06-15,KG
0.4063,Wheat flour,2001-06-15,KG
0.5165,Sugar (white),2001-06-15,KG
0.2581,Maize (white),2001-07-15,KG
0.2113,Maize (yellow),2001-07-15,KG
0.5084,Rice (high quality),2001-07-15,KG
0.2899,Wheat flour,2001-07-15,KG
0.2414,Maize (yellow),2001-07-15,KG
0.4943,Rice (high quality),2001-07-15,KG
0.4749,"Rice (ordinary, second quality)",2001-07-15,KG
0.4077,Wheat flour,2001-07-15,KG
0.5169,Sugar (white),2001-07-15,KG
0.2515,Maize (white),2001-08-15,KG
0.2045,Maize (yellow),2001-08-15,KG
0.5068,Rice (high quality),2001-08-15,KG
0.4223,Rice (high quality),2001-08-15,KG
0.2409,Maize (yellow),2001-08-15,KG
0.4882,Rice (high quality),2001-08-15,KG
0.5191,Sugar (white),2001-08-15,KG
0.1994,Maize (white),2001-09-15,KG
0.1963,Maize (yellow),2001-09-15,KG
0.5004,Rice (high quality),2001-09-15,KG
0.4125,Rice (high quality),2001-09-15,KG
0.376,"Rice (ordinary, second quality)",2001-09-15,KG
0.285,Wheat flour,2001-09-15,KG
0.2303,Maize (yellow),2001-09-15,KG
0.5063,Sugar (white),2001-09-15,KG
0.1958,Maize (yellow),2001-10-15,KG
0.4952,Rice (high quality),2001-10-15,KG
0.4132,Rice (high quality),2001-10-15,KG
0.3774,"Rice (ordinary, second quality)",2001-10-15,KG
0.4711,Rice (high quality),2001-10-15,KG
0.2317,Maize (white),2001-11-15,KG
0.4144,Rice (high quality),2001-11-15,KG
0.3805,"Rice (ordinary, second quality)",2001-11-15,KG
0.282,Wheat flour,2001-11-15,KG
0.2256,Maize (yellow),2001-11-15,KG
0.4364,"Rice (ordinary, second quality)",2001-11-15,KG
0.4012,Wheat flour,2001-11-15,KG
0.5018,Sugar (white),2001-11-15,KG
0.2556,Maize (white),2001-12-15,KG
0.4154,Rice (high quality),2001-12-15,KG
0.2831,Wheat flour,2001-12-15,KG
0.436,"Rice (ordinary, second quality)",2001-12-15,KG
0.3986,Wheat flour,2001-12-15,KG
0.5088,Sugar (white),2001-12-15,KG
0.2165,Maize (yellow),2002-01-15,KG
0.4508,Rice (high quality),2002-01-15,KG
0.4236,Rice (high quality),2002-01-15,KG
0.2872,Wheat flour,2002-01-15,KG
0.5039,Sugar (white),2002-01-15,KG
0.2351,Maize (yellow),2002-01-15,KG
0.4645,Rice (high quality),2002-01-15,KG
0.4397,"Rice (ordinary, second quality)",2002-01-15,KG
0.4038,Wheat flour,2002-01-15,KG
0.5097,Sugar (white),2002-01-15,KG
0.2158,Maize (white),2002-02-15,KG
0.2089,Maize (yellow),2002-02-15,KG
0.427,Rice (high quality),2002-02-15,KG
0.2857,Wheat flour,2002-02-15,KG
0.4653,Rice (high quality),2002-02-15,KG
0.4401,"Rice (ordinary, second quality)",2002-02-15,KG
0.2188,Maize (yellow),2002-03-15,KG
0.4955,Rice (high quality),2002-03-15,KG
0.4271,Rice (high quality),2002-03-15,KG
0.2416,Maize (yellow),2002-03-15,KG
0.4681,Rice (high quality),2002-03-15,KG
0.2511,Maize (white),2002-04-15,KG
0.5098,Rice (high quality),2002-04-15,KG
0.4537,Rice (high quality),2002-04-15,KG
0.4141,"Rice (ordinary, second quality)",2002-04-15,KG
0.2862,Wheat flour,2002-04-15,KG
0.5032,Sugar (white),2002-04-15,KG
0.2507,Maize (yellow),2002-04-15,KG
0.4786,Rice (high quality),2002-04-15,KG
0.4419,"Rice (ordinary, second quality)",2002-04-15,KG
0.42,Wheat flour,2002-04-15,KG
0.2561,Maize (white),2002-05-15,KG
0.2245,Maize (yellow),2002-05-15,KG
0.5208,Rice (high quality),2002-05-15,KG
0.4255,"Rice (ordinary, second quality)",2002-05-15,KG
0.2774,Wheat flour,2002-05-15,KG
0.2488,Maize (yellow),2002-05-15,KG
0.4754,Rice (high quality),2002-05-15,KG
0.4365,"Rice (ordinary, second quality)",2002-05-15,KG
0.2696,Wheat flour,2002-06-15,KG
0.433,"Rice (ordinary, second quality)",2002-06-15,KG
0.4025,Wheat flour,2002-06-15,KG
0.5025,Sugar (white),2002-06-15,KG
0.2007,Maize (white),2002-07-15,KG
0.2047,Maize (yellow),2002-07-15,KG
0.4789,Rice (high quality),2002-07-15,KG
0.4395,Rice (high quality),2002-07-15,KG
0.4046,"Rice (ordinary, second quality)",2002-07-15,KG
0.2577,Wheat flour,2002-07-15,KG
0.4482,Sugar (white),2002-07-15,KG
0.2354,Maize (yellow),2002-07-15,KG
0.4493,Rice (high quality),2002-07-15,KG
0.1748,Maize (white),2002-08-15,KG
0.1987,Maize (yellow),2002-08-15,KG
0.4524,Rice (high quality),2002-08-15,KG
0.415,Sugar (white),2002-08-15,KG
0.2237,Maize (yellow),2002-08-15,KG
0.4179,Rice (high quality),2002-08-15,KG
0.3978,"Rice (ordinary, second quality)",2002-08-15,KG
0.3819,Wheat flour,2002-08-15,KG
0.4434,Sugar (white),2002-08-15,KG
0.1797,Maize (yellow),2002-09-15,KG
0.424,Rice (high quality),2002-09-15,KG
0.3823,Rice (high quality),2002-09-15,KG
0.3581,"Rice (ordinary, second quality)",2002-09-15,KG
0.4035,Rice (high quality),2002-09-15,KG
0.3929,"Rice (ordinary, second quality)",2002-09-15,KG
0.3632,Wheat flour,2002-09-15,KG
0.4199,Sugar (white),2002-09-15,KG
0.1705,Maize (white),2002-10-15,KG
0.3987,Rice (high quality),2002-10-15,KG
0.3597,Rice (high quality),2002-10-15,KG
0.3349,"Rice (ordinary, second quality)",2002-10-15,KG
0.289,Wheat flour,2002-10-15,KG
0.3819,Sugar (white),2002-10-15,KG
0.3883,Rice (high quality),2002-10-15,KG
0.3711,"Rice (ordinary, second quality)",2002-10-15,KG
0.3829,Wheat flour,2002-10-15,KG
0.2045,Maize (white),2002-11-15,KG
0.2146,Maize (yellow),2002-11-15,KG
0.4282,Rice (high quality),2002-11-15,KG
0.35,"Rice (ordinary, second quality)",2002-11-15,KG
0.399,Sugar (white),2002-11-15,KG
0.41,Rice (high quality),2002-11-15,KG
0.3847,"Rice (ordinary, second quality)",2002-11-15,KG
0.409,Wheat flour,2002-11-15,KG
0.1886,Maize (white),2002-12-15,KG
0.4292,Rice (high quality),2002-12-15,KG
0.3426,"Rice (ordinary, second quality)",2002-12-15,KG
0.2998,Wheat flour,2002-12-15,KG
0.4073,Sugar (white),2002-12-15,KG
0.2499,Maize (yellow),2002-12-15,KG
0.4045,Rice (high quality),2002-12-15,KG
0.385,Wheat flour,2002-12-15,KG
0.192,Maize (white),2003-01-15,KG
0.203,Maize (yellow),2003-01-15,KG
0.3539,"Rice (ordinary, second quality)",2003-01-15,KG
0.4352,Sugar (white),2003-01-15,KG
0.416,Rice (high quality),2003-01-15,KG
0.4365,Sugar (white),2003-01-15,KG
0.198,Maize (white),2003-02-15,KG
0.3838,Rice (high quality),2003-02-15,KG
0.3475,"Rice (ordinary, second quality)",2003-02-15,KG
0.4143,Sugar (white),2003-02-15,KG
0.2287,Maize (yellow),2003-02-15,KG
0.3931,"Rice (ordinary, second quality)",2003-02-15,KG
0.4054,Wheat flour,2003-02-15,KG
0.4421,Sugar (white),2003-02-15,KG
0.2008,Maize (white),2003-03-15,KG
0.1942,Maize (yellow),2003-03-15,KG
0.3944,Rice (high quality),2003-03-15,KG
0.3663,"Rice (ordinary, second quality)",2003-03-15,KG
0.287,Wheat flour,2003-03-15,KG
0.3877,Sugar (white),2003-03-15,KG
0.227,Maize (yellow),2003-03-15,KG
0.43,Rice (high quality),2003-03-15,KG
0.4044,Wheat flour,2003-03-15,KG
0.2362,Maize (white),2003-04-15,KG
0.2078,Maize (yellow),2003-04-15,KG
0.4537,Rice (high quality),2003-04-15,KG
0.3892,"Rice (ordinary, second quality)",2003-04-15,KG
0.3083,Wheat flour,2003-04-15,KG
0.2384,Maize (yellow),2003-04-15,KG
0.4408,Rice (high quality),2003-04-15,KG
0.4052,"Rice (ordinary, second quality)",2003-04-15,KG
0.4396,Sugar (white),2003-04-15,KG
0.2085,Maize (yellow),2003-05-15,KG
0.4613,Rice (high quality),2003-05-15,KG
0.4375,Rice (high quality),2003-05-15,KG
0.3173,Wheat flour,2003-05-15,KG
0.2431,Maize (yellow),2003-05-15,KG
0.4524,Rice (high quality),2003-05-15,KG
0.4087,Wheat flour,2003-05-15,KG
0.4472,Sugar (white),2003-05-15,KG
0.2435,Maize (white),2003-06-15,KG
0.4576,Rice (high quality),2003-06-15,KG
0.3279,Wheat flour,2003-06-15,KG
0.3682,Sugar (white),2003-06-15,KG
0.2413,Maize (yellow),2003-06-15,KG
0.4509,Rice (high quality),2003-06-15,KG
0.4017,Wheat flour,2003-06-15,KG
0.2364,Maize (white),2003-07-15,KG
0.1952,Maize (yellow),2003-07-15,KG
0.4553,Rice (high quality),2003-07-15,KG
0.3393,Wheat flour,2003-07-15,KG
0.3576,Sugar (white),2003-07-15,KG
0.2384,Maize (yellow),2003-07-15,KG
0.4421,Rice (high quality),2003-07-15,KG
0.4098,"Rice (ordinary, second quality)",2003-07-15,KG
0.3936,Wheat flour,2003-07-15,KG
0.4286,Sugar (white),2003-07-15,KG
0.1889,Maize (white),2003-08-15,KG
0.1758,Maize (yellow),2003-08-15,KG
0.4424,Rice (high quality),2003-08-15,KG
0.3844,Rice (high quality),2003-08-15,KG
0.3655,"Rice (ordinary, second quality)",2003-08-15,KG
0.3547,Sugar (white),2003-08-15,KG
0.4256,Rice (high quality),2003-08-15,KG
0.3995,"Rice (ordinary, second quality)",2003-08-15,KG
0.4132,Wheat flour,2003-08-15,KG
0.4108,Sugar (white),2003-08-15,KG
0.1805,Maize (white),2003-09-15,KG
0.1844,Maize (yellow),2003-09-15,KG
0.4415,Rice (high quality),2003-09-15,KG
0.3698,Rice (high quality),2003-09-15,KG
0.3476,Wheat flour,2003-09-15,KG
0.3583,Sugar (white),2003-09-15,KG
0.2277,Maize (yellow),2003-09-15,KG
0.4105,Rice (high quality),2003-09-15,KG
0.3835,"Rice (ordinary, second quality)",2003-09-15,KG
0.4264,Wheat flour,2003-09-15,KG
0.4169,Sugar (white),2003-09-15,KG
0.1905,Maize (white),2003-10-15,KG
0.1893,Maize (yellow),2003-10-15,KG
0.4482,Rice (high quality),2003-10-15,KG
0.3559,"Rice (ordinary, second quality)",2003-10-15,KG
0.3298,Wheat flour,2003-10-15,KG
0.3438,Sugar (white),2003-10-15,KG
0.2238,Maize (yellow),2003-10-15,KG
0.3745,"Rice (ordinary, second quality)",2003-10-15,KG
0.4291,Wheat flour,2003-10-15,KG
0.4021,Sugar (white),2003-10-15,KG
0.2131,Maize (yellow),2003-11-15,KG
0.4781,Rice (high quality),2003-11-15,KG
0.4109,Rice (high quality),2003-11-15,KG
0.3854,"Rice (ordinary, second quality)",2003-11-15,KG
0.3283,Wheat flour,2003-11-15,KG
0.4319,Rice (high quality),2003-11-15,KG
0.3983,"Rice (ordinary, second quality)",2003-11-15,KG
0.4435,Wheat flour,2003-11-15,KG
0.407,Sugar (white),2003-11-15,KG
0.2017,Maize (white),2003-12-15,KG
0.2281,Maize (yellow),2003-12-15,KG
0.5116,Rice (high quality),2003-12-15,KG
0.4331,Rice (high quality),2003-12-15,KG
0.4069,"Rice (ordinary, second quality)",2003-12-15,KG
0.4495,Rice (high quality),2003-12-15,KG
0.3919,"Rice (ordinary, second quality)",2003-12-15,KG
0.4695,Wheat flour,2003-12-15,KG
0.431,Sugar (white),2003-12-15,KG
0.21,Maize (white),2004-01-15,KG
0.4111,"Rice (ordinary, second quality)",2004-01-15,KG
0.3346,Wheat flour,2004-01-15,KG
0.3823,Sugar (white),2004-01-15,KG
0.243,Maize (yellow),2004-01-15,KG
0.4565,Rice (high quality),2004-01-15,KG
0.3836,"Rice (ordinary, second quality)",2004-01-15,KG
0.4807,Wheat flour,2004-01-15,KG
0.4232,Sugar (white),2004-01-15,KG
0.2019,Maize (white),2004-02-15,KG
0.5524,Rice (high quality),2004-02-15,KG
0.45,Rice (high quality),2004-02-15,KG
0.4223,"Rice (ordinary, second quality)",2004-02-15,KG
0.3355,Wheat flour,2004-02-15,KG
0.3574,Sugar (white),2004-02-15,KG
0.2427,Maize (yellow),2004-02-15,KG
0.4879,Rice (high quality),2004-02-15,KG
0.4259,"Rice (ordinary, second quality)",2004-02-15,KG
0.4949,Wheat flour,2004-02-15,KG
0.1997,Maize (white),2004-03-15,KG
0.2279,Maize (yellow),2004-03-15,KG
0.4589,Rice (high quality),2004-03-15,KG
0.4371,"Rice (ordinary, second quality)",2004-03-15,KG
0.3423,Wheat flour,2004-03-15,KG
0.3691,Sugar (white),2004-03-15,KG
0.2445,Maize (yellow),2004-03-15,KG
0.5098,Wheat flour,2004-03-15,KG
0.4404,Sugar (white),2004-03-15,KG
0.2192,Maize (white),2004-04-15,KG
0.2414,Maize (yellow),2004-04-15,KG
0.4646,Rice (high quality),2004-04-15,KG
0.3524,Wheat flour,2004-04-15,KG
0.2547,Maize (yellow),2004-04-15,KG
0.4406,"Rice (ordinary, second quality)",2004-04-15,KG
0.5076,Wheat flour,2004-04-15,KG
0.2161,Maize (white),2004-05-15,KG
0.23,Maize (yellow),2004-05-15,KG
0.5429,Rice (high quality),2004-05-15,KG
0.3486,Wheat flour,2004-05-15,KG
0.4808,Rice (high quality),2004-05-15,KG
0.42,"Rice (ordinary, second quality)",2004-05-15,KG
0.4947,Wheat flour,2004-05-15,KG
0.4413,Sugar (white),2004-05-15,KG
0.2143,Maize (white),2004-06-15,KG
0.5275,Rice (high quality),2004-06-15,KG
0.443,Rice (high quality),2004-06-15,KG
0.4154,"Rice (ordinary, second quality)",2004-06-15,KG
0.3385,Wheat flour,2004-06-15,KG
0.3284,Sugar (white),2004-06-15,KG
0.2602,Maize (yellow),2004-06-15,KG
0.4052,"Rice (ordinary, second quality)",2004-06-15,KG
0.4797,Wheat flour,2004-06-15,KG
0.4186,Sugar (white),2004-06-15,KG
0.2122,Maize (white),2004-07-15,KG
0.2351,Maize (yellow),2004-07-15,KG
0.5326,Rice (high quality),2004-07-15,KG
0.4497,Rice (high quality),2004-07-15,KG
0.41,"Rice (ordinary, second quality)",2004-07-15,KG
0.3488,Sugar (white),2004-07-15,KG
0.2746,Maize (yellow),2004-07-15,KG
0.4103,"Rice (ordinary, second quality)",2004-07-15,KG
0.5017,Wheat flour,2004-07-15,KG
0.4311,Sugar (white),2004-07-15,KG
0.2149,Maize (white),2004-08-15,KG
0.2243,Maize (yellow),2004-08-15,KG
0.3992,"Rice (ordinary, second quality)",2004-08-15,KG
0.2639,Maize (yellow),2004-08-15,KG
0.3873,"Rice (ordinary, second quality)",2004-08-15,KG
0.5073,Wheat flour,2004-08-15,KG
0.1881,Maize (white),2004-09-15,KG
0.5131,Rice (high quality),2004-09-15,KG
0.4269,Rice (high quality),2004-09-15,KG
0.358,Wheat flour,2004-09-15,KG
0.4243,Sugar (white),2004-09-15,KG
0.4406,Rice (high quality),2004-09-15,KG
0.3786,"Rice (ordinary, second quality)",2004-09-15,KG
0.5271,Wheat flour,2004-09-15,KG
0.4368,Sugar (white),2004-09-15,KG
0.1802,Maize (white),2004-10-15,KG
0.5061,Rice (high quality),2004-10-15,KG
0.422,Rice (high quality),2004-10-15,KG
0.3911,"Rice (ordinary, second quality)",2004-10-15,KG
0.4215,Sugar (white),2004-10-15,KG
0.2636,Maize (yellow),2004-10-15,KG
0.4421,Rice (high quality),2004-10-15,KG
0.3755,"Rice (ordinary, second quality)",2004-10-15,KG
0.5373,Wheat flour,2004-10-15,KG
0.4444,Sugar (white),2004-10-15,KG
0.1888,Maize (white),2004-11-15,KG
0.4922,Rice (high quality),2004-11-15,KG
0.4245,Rice (high quality),2004-11-15,KG
0.3941,"Rice (ordinary, second quality)",2004-11-15,KG
0.3482,Wheat flour,2004-11-15,KG
0.2766,Maize (yellow),2004-11-15,KG
0.4451,Rice (high quality),2004-11-15,KG
0.3713,"Rice (ordinary, second quality)",2004-11-15,KG
0.4546,Sugar (white),2004-11-15,KG
0.5571,Rice (high quality),2004-12-15,KG
0.4581,Rice (high quality),2004-12-15,KG
0.425,"Rice (ordinary, second quality)",2004-12-15,KG
0.3651,Wheat flour,2004-12-15,KG
0.287,Maize (yellow),2004-12-15,KG
0.4879,Rice (high quality),2004-12-15,KG
0.4632,Wheat flour,2004-12-15,KG
0.2323,Maize (white),2005-01-15,KG
0.5693,Rice (high quality),2005-01-15,KG
0.075,"Eggs (white, AA)",2005-01-15,Unit
2.522,"Meat (beef, minced)",2005-01-15,KG
0.4321,"Rice (ordinary, second quality)",2005-01-15,KG
0.3636,Wheat flour,2005-01-15,KG
0.4248,Sugar (white),2005-01-15,KG
0.5123,"Peas (green, dry)",2005-01-15,KG
0.3275,Maize (white),2005-01-15,KG
0.4657,Wheat flour,2005-01-15,KG
2.2137,"Meat (beef, minced)",2005-01-15,KG
0.2623,"Sugar (brown, loaf)",2005-01-15,KG
0.4624,Sugar (white),2005-01-15,KG
1.3914,Chickpeas (imported),2005-01-15,KG
0.2165,Maize (white),2005-01-15,KG
0.3081,"Sugar (brown, loaf)",2005-01-15,KG
0.4262,Wheat flour,2005-01-15,KG
0.5611,"Peas (green, dry)",2005-01-15,KG
0.2753,"Sugar (brown, loaf)",2005-01-15,KG
1.0949,Chickpeas (imported),2005-01-15,KG
0.272,"Sugar (brown, loaf)",2005-01-15,KG
0.5649,Wheat flour,2005-01-15,KG
0.0765,"Eggs (white, AA)",2005-01-15,Unit
0.236,Maize (white),2005-02-15,KG
0.5775,Wheat flour,2005-02-15,KG
0.0787,"Eggs (white, AA)",2005-02-15,Unit
2.5762,"Meat (beef, minced)",2005-02-15,KG
1.3009,Beans (red),2005-02-15,KG
0.4575,"Rice (ordinary, second quality)",2005-02-15,KG
0.3721,Wheat flour,2005-02-15,KG
0.073,"Eggs (white, AA)",2005-02-15,Unit
0.4549,Sugar (white),2005-02-15,KG
0.5319,"Peas (green, dry)",2005-02-15,KG
0.326,Maize (white),2005-02-15,KG
0.2599,Maize (yellow),2005-02-15,KG
0.1756,Potatoes (unica),2005-02-15,KG
0.5259,Rice (high quality),2005-02-15,KG
0.4797,Wheat flour,2005-02-15,KG
0.077,"Eggs (white, AA)",2005-02-15,Unit
2.2274,"Meat (beef, minced)",2005-02-15,KG
0.4715,Sugar (white),2005-02-15,KG
1.4226,Chickpeas (imported),2005-02-15,KG
0.2147,Maize (white),2005-02-15,KG
0.1882,Potatoes (unica),2005-02-15,KG
0.4551,Wheat flour,2005-02-15,KG
0.579,"Peas (green, dry)",2005-02-15,KG
0.2941,"Sugar (brown, loaf)",2005-02-15,KG
0.9446,Lentils (imported),2005-02-15,KG
1.0475,Chickpeas (imported),2005-02-15,KG
2.493,"Meat (beef, minced)",2005-02-15,KG
0.2678,"Sugar (brown, loaf)",2005-02-15,KG
0.5839,Wheat flour,2005-02-15,KG
0.0774,"Eggs (white, AA)",2005-02-15,Unit
0.2406,Maize (white),2005-03-15,KG
0.2232,Maize (yellow),2005-03-15,KG
0.5706,Rice (high quality),2005-03-15,KG
0.5608,Wheat flour,2005-03-15,KG
1.5455,Beans (red),2005-03-15,KG
1.0195,Chickpeas (imported),2005-03-15,KG
1.4899,Beans (red),2005-03-15,KG
0.4878,Rice (high quality),2005-03-15,KG
0.3625,Wheat flour,2005-03-15,KG
0.4561,Sugar (white),2005-03-15,KG
0.5259,"Peas (green, dry)",2005-03-15,KG
0.2445,Maize (yellow),2005-03-15,KG
0.1953,Potatoes (unica),2005-03-15,KG
0.5095,Rice (high quality),2005-03-15,KG
0.4661,Wheat flour,2005-03-15,KG
2.171,"Meat (beef, minced)",2005-03-15,KG
0.251,"Sugar (brown, loaf)",2005-03-15,KG
0.4629,Sugar (white),2005-03-15,KG
1.3774,Chickpeas (imported),2005-03-15,KG
0.2186,Maize (white),2005-03-15,KG
0.2234,Potatoes (unica),2005-03-15,KG
0.5698,"Peas (green, dry)",2005-03-15,KG
0.2882,"Sugar (brown, loaf)",2005-03-15,KG
0.9173,Lentils (imported),2005-03-15,KG
2.3749,"Meat (beef, minced)",2005-03-15,KG
0.2626,"Sugar (brown, loaf)",2005-03-15,KG
0.5696,Wheat flour,2005-03-15,KG
